location,date,vaccine,total_vaccinations
Belgium,7/2/2021,Johnson&Johnson,275229
Belgium,7/2/2021,Moderna,1050164
Belgium,7/2/2021,Oxford/AstraZeneca,2072291
Belgium,7/2/2021,Pfizer/BioNTech,8044262
Belgium,7/9/2021,Johnson&Johnson,291454
Belgium,7/9/2021,Moderna,1112658
Belgium,7/9/2021,Oxford/AstraZeneca,2299936
Belgium,7/9/2021,Pfizer/BioNTech,8612373
Belgium,7/16/2021,Johnson&Johnson,310813
Belgium,7/16/2021,Moderna,1168769
Belgium,7/16/2021,Oxford/AstraZeneca,2454850
Belgium,7/16/2021,Pfizer/BioNTech,9188105
Belgium,7/23/2021,Johnson&Johnson,322052
Belgium,7/23/2021,Moderna,1223180
Belgium,7/23/2021,Oxford/AstraZeneca,2561460
Belgium,7/23/2021,Pfizer/BioNTech,9831258
Belgium,7/30/2021,Johnson&Johnson,331904
Belgium,7/30/2021,Moderna,1255190
Belgium,7/30/2021,Oxford/AstraZeneca,2653250
Belgium,7/30/2021,Pfizer/BioNTech,10477202
Belgium,8/6/2021,Johnson&Johnson,341633
Belgium,8/6/2021,Moderna,1279927
Belgium,8/6/2021,Oxford/AstraZeneca,2714128
Belgium,8/6/2021,Pfizer/BioNTech,10995759
Belgium,8/13/2021,Johnson&Johnson,349297
Belgium,8/13/2021,Moderna,1298803
Belgium,8/13/2021,Oxford/AstraZeneca,2827430
Belgium,8/13/2021,Pfizer/BioNTech,11253024
Belgium,8/20/2021,Johnson&Johnson,355766
Belgium,8/20/2021,Moderna,1311592
Belgium,8/20/2021,Oxford/AstraZeneca,2837237
Belgium,8/20/2021,Pfizer/BioNTech,11482885
Belgium,8/27/2021,Johnson&Johnson,361792
Belgium,8/27/2021,Moderna,1320614
Belgium,8/27/2021,Oxford/AstraZeneca,2840986
Belgium,8/27/2021,Pfizer/BioNTech,11714234
Belgium,9/3/2021,Johnson&Johnson,368013
Belgium,9/3/2021,Moderna,1331353
Belgium,9/3/2021,Oxford/AstraZeneca,2843612
Belgium,9/3/2021,Pfizer/BioNTech,11862684
Belgium,9/10/2021,Johnson&Johnson,373152
Belgium,9/10/2021,Moderna,1338950
Belgium,9/10/2021,Oxford/AstraZeneca,2844782
Belgium,9/10/2021,Pfizer/BioNTech,11946358
Belgium,9/17/2021,Johnson&Johnson,379952
Belgium,9/17/2021,Moderna,1346411
Belgium,9/17/2021,Oxford/AstraZeneca,2845818
Belgium,9/17/2021,Pfizer/BioNTech,12027831
Belgium,9/24/2021,Johnson&Johnson,387070
Belgium,9/24/2021,Moderna,1351764
Belgium,9/24/2021,Oxford/AstraZeneca,2846516
Belgium,9/24/2021,Pfizer/BioNTech,12159069
Belgium,10/1/2021,Johnson&Johnson,392304
Belgium,10/1/2021,Moderna,1359501
Belgium,10/1/2021,Oxford/AstraZeneca,2846980
Belgium,10/1/2021,Pfizer/BioNTech,12317409
Belgium,10/8/2021,Johnson&Johnson,396442
Belgium,10/8/2021,Moderna,1362793
Belgium,10/8/2021,Oxford/AstraZeneca,2847208
Belgium,10/8/2021,Pfizer/BioNTech,12501491
Belgium,10/15/2021,Johnson&Johnson,400637
Belgium,10/15/2021,Moderna,1367004
Belgium,10/15/2021,Oxford/AstraZeneca,2847427
Belgium,10/15/2021,Pfizer/BioNTech,12689728
Belgium,10/22/2021,Johnson&Johnson,404530
Belgium,10/22/2021,Moderna,1371961
Belgium,10/22/2021,Oxford/AstraZeneca,2847603
Belgium,10/22/2021,Pfizer/BioNTech,12834196
Belgium,10/29/2021,Johnson&Johnson,409049
Belgium,10/29/2021,Moderna,1376875
Belgium,10/29/2021,Oxford/AstraZeneca,2847745
Belgium,10/29/2021,Pfizer/BioNTech,12995021
Belgium,11/5/2021,Johnson&Johnson,413439
Belgium,11/5/2021,Moderna,1384346
Belgium,11/5/2021,Oxford/AstraZeneca,2847820
Belgium,11/5/2021,Pfizer/BioNTech,13115518
Belgium,11/12/2021,Johnson&Johnson,417256
Belgium,11/12/2021,Moderna,1395490
Belgium,11/12/2021,Oxford/AstraZeneca,2847898
Belgium,11/12/2021,Pfizer/BioNTech,13261400
Belgium,11/19/2021,Johnson&Johnson,419630
Belgium,11/19/2021,Moderna,1421439
Belgium,11/19/2021,Oxford/AstraZeneca,2847984
Belgium,11/19/2021,Pfizer/BioNTech,13556989
Belgium,11/26/2021,Johnson&Johnson,421629
Belgium,11/26/2021,Moderna,1511800
Belgium,11/26/2021,Oxford/AstraZeneca,2848049
Belgium,11/26/2021,Pfizer/BioNTech,13972802
Belgium,12/3/2021,Johnson&Johnson,422835
Belgium,12/3/2021,Moderna,1609450
Belgium,12/3/2021,Oxford/AstraZeneca,2848095
Belgium,12/3/2021,Pfizer/BioNTech,14484600
Belgium,12/10/2021,Johnson&Johnson,423708
Belgium,12/10/2021,Moderna,1683101
Belgium,12/10/2021,Oxford/AstraZeneca,2848125
Belgium,12/10/2021,Pfizer/BioNTech,15052056
Belgium,12/17/2021,Johnson&Johnson,424715
Belgium,12/17/2021,Moderna,1806530
Belgium,12/17/2021,Oxford/AstraZeneca,2848158
Belgium,12/17/2021,Pfizer/BioNTech,15661156
Belgium,12/24/2021,Johnson&Johnson,425135
Belgium,12/24/2021,Moderna,2142348
Belgium,12/24/2021,Oxford/AstraZeneca,2848198
Belgium,12/24/2021,Pfizer/BioNTech,15973876
Belgium,12/31/2021,Johnson&Johnson,425420
Belgium,12/31/2021,Moderna,2348378
Belgium,12/31/2021,Oxford/AstraZeneca,2848210
Belgium,12/31/2021,Pfizer/BioNTech,16088064
Belgium,1/7/2022,Johnson&Johnson,425753
Belgium,1/7/2022,Moderna,3007313
Belgium,1/7/2022,Oxford/AstraZeneca,2848230
Belgium,1/7/2022,Pfizer/BioNTech,16310379
Belgium,1/14/2022,Johnson&Johnson,426119
Belgium,1/14/2022,Moderna,3567259
Belgium,1/14/2022,Oxford/AstraZeneca,2848241
Belgium,1/14/2022,Pfizer/BioNTech,16535662
Belgium,1/21/2022,Johnson&Johnson,426433
Belgium,1/21/2022,Moderna,3896907
Belgium,1/21/2022,Oxford/AstraZeneca,2848257
Belgium,1/21/2022,Pfizer/BioNTech,16700813
Belgium,1/28/2022,Johnson&Johnson,426684
Belgium,1/28/2022,Moderna,4067562
Belgium,1/28/2022,Oxford/AstraZeneca,2848279
Belgium,1/28/2022,Pfizer/BioNTech,16830418
Belgium,2/4/2022,Johnson&Johnson,426829
Belgium,2/4/2022,Moderna,4168513
Belgium,2/4/2022,Oxford/AstraZeneca,2848301
Belgium,2/4/2022,Pfizer/BioNTech,16953814
Belgium,2/11/2022,Johnson&Johnson,426944
Belgium,2/11/2022,Moderna,4225542
Belgium,2/11/2022,Oxford/AstraZeneca,2848318
Belgium,2/11/2022,Pfizer/BioNTech,17140635
Belgium,2/18/2022,Johnson&Johnson,427023
Belgium,2/18/2022,Moderna,4255358
Belgium,2/18/2022,Oxford/AstraZeneca,2848327
Belgium,2/18/2022,Pfizer/BioNTech,17313145
Belgium,2/25/2022,Johnson&Johnson,427138
Belgium,2/25/2022,Moderna,4274368
Belgium,2/25/2022,Oxford/AstraZeneca,2848336
Belgium,2/25/2022,Pfizer/BioNTech,17491379
Belgium,3/4/2022,Johnson&Johnson,427239
Belgium,3/4/2022,Moderna,4280488
Belgium,3/4/2022,Novavax,14
Belgium,3/4/2022,Oxford/AstraZeneca,2848341
Belgium,3/4/2022,Pfizer/BioNTech,17551400
Belgium,3/11/2022,Johnson&Johnson,427280
Belgium,3/11/2022,Moderna,4283703
Belgium,3/11/2022,Novavax,23
Belgium,3/11/2022,Oxford/AstraZeneca,2848358
Belgium,3/11/2022,Pfizer/BioNTech,17610637
Belgium,3/18/2022,Johnson&Johnson,427366
Belgium,3/18/2022,Moderna,4285251
Belgium,3/18/2022,Novavax,53
Belgium,3/18/2022,Oxford/AstraZeneca,2848363
Belgium,3/18/2022,Pfizer/BioNTech,17650789
Belgium,3/25/2022,Johnson&Johnson,427403
Belgium,3/25/2022,Moderna,4286260
Belgium,3/25/2022,Novavax,77
Belgium,3/25/2022,Oxford/AstraZeneca,2848367
Belgium,3/25/2022,Pfizer/BioNTech,17683569
Belgium,4/1/2022,Johnson&Johnson,427423
Belgium,4/1/2022,Moderna,4286787
Belgium,4/1/2022,Novavax,113
Belgium,4/1/2022,Pfizer/BioNTech,17711846
Belgium,4/8/2022,Johnson&Johnson,427442
Belgium,4/8/2022,Moderna,4287150
Belgium,4/8/2022,Novavax,135
Belgium,4/8/2022,Oxford/AstraZeneca,2848369
Belgium,4/8/2022,Pfizer/BioNTech,17723072
Belgium,4/15/2022,Johnson&Johnson,427487
Belgium,4/15/2022,Moderna,4287498
Belgium,4/15/2022,Novavax,156
Belgium,4/15/2022,Oxford/AstraZeneca,2848371
Belgium,4/15/2022,Pfizer/BioNTech,17732101
Belgium,4/22/2022,Johnson&Johnson,427520
Belgium,4/22/2022,Moderna,4287768
Belgium,4/22/2022,Novavax,174
Belgium,4/22/2022,Oxford/AstraZeneca,2848372
Belgium,4/22/2022,Pfizer/BioNTech,17744035
Belgium,4/29/2022,Johnson&Johnson,427556
Belgium,4/29/2022,Moderna,4288088
Belgium,4/29/2022,Novavax,187
Belgium,4/29/2022,Oxford/AstraZeneca,2848374
Belgium,4/29/2022,Pfizer/BioNTech,17754399
Belgium,5/6/2022,Johnson&Johnson,427587
Belgium,5/6/2022,Moderna,4288420
Belgium,5/6/2022,Novavax,201
Belgium,5/6/2022,Pfizer/BioNTech,17761536
Belgium,5/13/2022,Johnson&Johnson,427617
Belgium,5/13/2022,Moderna,4288688
Belgium,5/13/2022,Novavax,214
Belgium,5/13/2022,Oxford/AstraZeneca,2848377
Belgium,5/13/2022,Pfizer/BioNTech,17769386
Belgium,5/20/2022,Johnson&Johnson,427636
Belgium,5/20/2022,Moderna,4288988
Belgium,5/20/2022,Novavax,228
Belgium,5/20/2022,Oxford/AstraZeneca,2848379
Belgium,5/20/2022,Pfizer/BioNTech,17780981
Belgium,5/27/2022,Johnson&Johnson,427658
Belgium,5/27/2022,Moderna,4289276
Belgium,5/27/2022,Novavax,235
Belgium,5/27/2022,Pfizer/BioNTech,17804664
Belgium,6/3/2022,Johnson&Johnson,427676
Belgium,6/3/2022,Moderna,4289559
Belgium,6/3/2022,Novavax,242
Belgium,6/3/2022,Pfizer/BioNTech,17887161
Belgium,6/10/2022,Johnson&Johnson,427691
Belgium,6/10/2022,Moderna,4289842
Belgium,6/10/2022,Novavax,300
Belgium,6/10/2022,Pfizer/BioNTech,17971968
Belgium,6/17/2022,Johnson&Johnson,427705
Belgium,6/17/2022,Moderna,4290152
Belgium,6/17/2022,Novavax,308
Belgium,6/17/2022,Oxford/AstraZeneca,2848382
Belgium,6/17/2022,Pfizer/BioNTech,18039401
Belgium,6/24/2022,Johnson&Johnson,427715
Belgium,6/24/2022,Moderna,4290650
Belgium,6/24/2022,Novavax,314
Belgium,6/24/2022,Oxford/AstraZeneca,2848384
Belgium,6/24/2022,Pfizer/BioNTech,18085124
Belgium,7/1/2022,Johnson&Johnson,427724
Belgium,7/1/2022,Moderna,4291290
Belgium,7/1/2022,Novavax,318
Belgium,7/1/2022,Pfizer/BioNTech,18106640
Belgium,7/8/2022,Johnson&Johnson,427744
Belgium,7/8/2022,Moderna,4291889
Belgium,7/8/2022,Novavax,330
Belgium,7/8/2022,Pfizer/BioNTech,18121613
Belgium,7/15/2022,Johnson&Johnson,427762
Belgium,7/15/2022,Moderna,4292390
Belgium,7/15/2022,Novavax,335
Belgium,7/15/2022,Pfizer/BioNTech,18136245
Belgium,7/22/2022,Johnson&Johnson,427774
Belgium,7/22/2022,Moderna,4292831
Belgium,7/22/2022,Novavax,338
Belgium,7/22/2022,Oxford/AstraZeneca,2848385
Belgium,7/22/2022,Pfizer/BioNTech,18142985
Belgium,7/29/2022,Johnson&Johnson,427784
Belgium,7/29/2022,Moderna,4293301
Belgium,7/29/2022,Novavax,342
Belgium,7/29/2022,Pfizer/BioNTech,18152637
Belgium,8/5/2022,Johnson&Johnson,427792
Belgium,8/5/2022,Moderna,4293794
Belgium,8/5/2022,Novavax,344
Belgium,8/5/2022,Pfizer/BioNTech,18162232
Belgium,8/12/2022,Johnson&Johnson,427801
Belgium,8/12/2022,Moderna,4294502
Belgium,8/12/2022,Novavax,345
Belgium,8/12/2022,Pfizer/BioNTech,18172061
Belgium,8/19/2022,Johnson&Johnson,427806
Belgium,8/19/2022,Moderna,4295537
Belgium,8/19/2022,Novavax,351
Belgium,8/19/2022,Oxford/AstraZeneca,2848386
Belgium,8/19/2022,Pfizer/BioNTech,18183337
Belgium,8/26/2022,Johnson&Johnson,427823
Belgium,8/26/2022,Moderna,4298659
Belgium,8/26/2022,Novavax,354
Belgium,8/26/2022,Pfizer/BioNTech,18196138
Belgium,9/2/2022,Johnson&Johnson,427837
Belgium,9/2/2022,Moderna,4302949
Belgium,9/2/2022,Novavax,357
Belgium,9/2/2022,Pfizer/BioNTech,18205623
Belgium,9/9/2022,Johnson&Johnson,427840
Belgium,9/9/2022,Moderna,4310142
Belgium,9/9/2022,Novavax,358
Belgium,9/9/2022,Pfizer/BioNTech,18218304
Belgium,9/16/2022,Johnson&Johnson,427855
Belgium,9/16/2022,Moderna,4312663
Belgium,9/16/2022,Pfizer/BioNTech,18236193
Bulgaria,1/1/2021,Pfizer/BioNTech,0
Bulgaria,1/8/2021,Moderna,0
Bulgaria,1/8/2021,Pfizer/BioNTech,13473
Bulgaria,1/15/2021,Moderna,491
Bulgaria,1/15/2021,Pfizer/BioNTech,17962
Bulgaria,1/22/2021,Moderna,843
Bulgaria,1/22/2021,Pfizer/BioNTech,25300
Bulgaria,1/29/2021,Moderna,1053
Bulgaria,1/29/2021,Pfizer/BioNTech,40072
Bulgaria,2/5/2021,Moderna,2207
Bulgaria,2/5/2021,Oxford/AstraZeneca,10
Bulgaria,2/5/2021,Pfizer/BioNTech,54821
Bulgaria,2/12/2021,Moderna,3333
Bulgaria,2/12/2021,Oxford/AstraZeneca,2035
Bulgaria,2/12/2021,Pfizer/BioNTech,70020
Bulgaria,2/19/2021,Moderna,6446
Bulgaria,2/19/2021,Oxford/AstraZeneca,28947
Bulgaria,2/19/2021,Pfizer/BioNTech,83960
Bulgaria,2/26/2021,Moderna,10475
Bulgaria,2/26/2021,Oxford/AstraZeneca,97630
Bulgaria,2/26/2021,Pfizer/BioNTech,104340
Bulgaria,3/5/2021,Moderna,14820
Bulgaria,3/5/2021,Oxford/AstraZeneca,143932
Bulgaria,3/5/2021,Pfizer/BioNTech,129880
Bulgaria,3/12/2021,Moderna,16988
Bulgaria,3/12/2021,Oxford/AstraZeneca,174209
Bulgaria,3/12/2021,Pfizer/BioNTech,147683
Bulgaria,3/19/2021,Moderna,20921
Bulgaria,3/19/2021,Oxford/AstraZeneca,179029
Bulgaria,3/19/2021,Pfizer/BioNTech,168956
Bulgaria,3/26/2021,Moderna,34004
Bulgaria,3/26/2021,Oxford/AstraZeneca,206835
Bulgaria,3/26/2021,Pfizer/BioNTech,195704
Bulgaria,4/2/2021,Moderna,44809
Bulgaria,4/2/2021,Oxford/AstraZeneca,230180
Bulgaria,4/2/2021,Pfizer/BioNTech,228583
Bulgaria,4/9/2021,Moderna,59160
Bulgaria,4/9/2021,Oxford/AstraZeneca,238387
Bulgaria,4/9/2021,Pfizer/BioNTech,275118
Bulgaria,4/16/2021,Johnson&Johnson,0
Bulgaria,4/16/2021,Moderna,74318
Bulgaria,4/16/2021,Oxford/AstraZeneca,241707
Bulgaria,4/16/2021,Pfizer/BioNTech,322422
Bulgaria,4/23/2021,Moderna,93241
Bulgaria,4/23/2021,Oxford/AstraZeneca,247383
Bulgaria,4/23/2021,Pfizer/BioNTech,382650
Bulgaria,4/30/2021,Moderna,108865
Bulgaria,4/30/2021,Oxford/AstraZeneca,263756
Bulgaria,4/30/2021,Pfizer/BioNTech,452036
Bulgaria,5/7/2021,Moderna,122688
Bulgaria,5/7/2021,Oxford/AstraZeneca,300451
Bulgaria,5/7/2021,Pfizer/BioNTech,514960
Bulgaria,5/14/2021,Johnson&Johnson,398
Bulgaria,5/14/2021,Moderna,145571
Bulgaria,5/14/2021,Oxford/AstraZeneca,364379
Bulgaria,5/14/2021,Pfizer/BioNTech,606439
Bulgaria,5/21/2021,Johnson&Johnson,2629
Bulgaria,5/21/2021,Moderna,165767
Bulgaria,5/21/2021,Oxford/AstraZeneca,401422
Bulgaria,5/21/2021,Pfizer/BioNTech,690983
Bulgaria,5/28/2021,Johnson&Johnson,6276
Bulgaria,5/28/2021,Moderna,181502
Bulgaria,5/28/2021,Oxford/AstraZeneca,411232
Bulgaria,5/28/2021,Pfizer/BioNTech,754371
Bulgaria,6/4/2021,Johnson&Johnson,11142
Bulgaria,6/4/2021,Moderna,190457
Bulgaria,6/4/2021,Oxford/AstraZeneca,435357
Bulgaria,6/4/2021,Pfizer/BioNTech,827459
Bulgaria,6/11/2021,Johnson&Johnson,17995
Bulgaria,6/11/2021,Moderna,202790
Bulgaria,6/11/2021,Oxford/AstraZeneca,457905
Bulgaria,6/11/2021,Pfizer/BioNTech,898535
Bulgaria,6/18/2021,Johnson&Johnson,25960
Bulgaria,6/18/2021,Moderna,216449
Bulgaria,6/18/2021,Oxford/AstraZeneca,467883
Bulgaria,6/18/2021,Pfizer/BioNTech,950161
Bulgaria,6/25/2021,Johnson&Johnson,33133
Bulgaria,6/25/2021,Moderna,225764
Bulgaria,6/25/2021,Oxford/AstraZeneca,471006
Bulgaria,6/25/2021,Pfizer/BioNTech,998035
Bulgaria,7/2/2021,Johnson&Johnson,40028
Bulgaria,7/2/2021,Moderna,234086
Bulgaria,7/2/2021,Oxford/AstraZeneca,472878
Bulgaria,7/2/2021,Pfizer/BioNTech,1044469
Bulgaria,7/9/2021,Johnson&Johnson,48458
Bulgaria,7/9/2021,Moderna,241903
Bulgaria,7/9/2021,Oxford/AstraZeneca,474041
Bulgaria,7/9/2021,Pfizer/BioNTech,1088638
Bulgaria,7/16/2021,Johnson&Johnson,58464
Bulgaria,7/16/2021,Moderna,248001
Bulgaria,7/16/2021,Oxford/AstraZeneca,474833
Bulgaria,7/16/2021,Pfizer/BioNTech,1131157
Bulgaria,7/23/2021,Johnson&Johnson,68142
Bulgaria,7/23/2021,Moderna,252810
Bulgaria,7/23/2021,Oxford/AstraZeneca,475741
Bulgaria,7/23/2021,Pfizer/BioNTech,1171960
Bulgaria,7/30/2021,Johnson&Johnson,78474
Bulgaria,7/30/2021,Moderna,258129
Bulgaria,7/30/2021,Oxford/AstraZeneca,476392
Bulgaria,7/30/2021,Pfizer/BioNTech,1217883
Bulgaria,8/6/2021,Johnson&Johnson,89994
Bulgaria,8/6/2021,Moderna,263950
Bulgaria,8/6/2021,Oxford/AstraZeneca,476722
Bulgaria,8/6/2021,Pfizer/BioNTech,1263566
Bulgaria,8/13/2021,Johnson&Johnson,102584
Bulgaria,8/13/2021,Moderna,269401
Bulgaria,8/13/2021,Oxford/AstraZeneca,477047
Bulgaria,8/13/2021,Pfizer/BioNTech,1306415
Bulgaria,8/20/2021,Johnson&Johnson,116879
Bulgaria,8/20/2021,Moderna,274759
Bulgaria,8/20/2021,Oxford/AstraZeneca,477386
Bulgaria,8/20/2021,Pfizer/BioNTech,1350586
Bulgaria,8/27/2021,Johnson&Johnson,133038
Bulgaria,8/27/2021,Moderna,280393
Bulgaria,8/27/2021,Oxford/AstraZeneca,477682
Bulgaria,8/27/2021,Pfizer/BioNTech,1398289
Bulgaria,9/3/2021,Johnson&Johnson,149801
Bulgaria,9/3/2021,Moderna,286004
Bulgaria,9/3/2021,Oxford/AstraZeneca,477848
Bulgaria,9/3/2021,Pfizer/BioNTech,1441597
Bulgaria,9/10/2021,Johnson&Johnson,162922
Bulgaria,9/10/2021,Moderna,290475
Bulgaria,9/10/2021,Oxford/AstraZeneca,477914
Bulgaria,9/10/2021,Pfizer/BioNTech,1477403
Bulgaria,9/17/2021,Johnson&Johnson,176011
Bulgaria,9/17/2021,Moderna,295088
Bulgaria,9/17/2021,Oxford/AstraZeneca,478043
Bulgaria,9/17/2021,Pfizer/BioNTech,1515275
Bulgaria,9/24/2021,Johnson&Johnson,185898
Bulgaria,9/24/2021,Moderna,298771
Bulgaria,9/24/2021,Oxford/AstraZeneca,478135
Bulgaria,9/24/2021,Pfizer/BioNTech,1546525
Bulgaria,10/1/2021,Johnson&Johnson,195813
Bulgaria,10/1/2021,Moderna,302454
Bulgaria,10/1/2021,Oxford/AstraZeneca,478283
Bulgaria,10/1/2021,Pfizer/BioNTech,1574515
Bulgaria,10/8/2021,Johnson&Johnson,203836
Bulgaria,10/8/2021,Moderna,305331
Bulgaria,10/8/2021,Oxford/AstraZeneca,478322
Bulgaria,10/8/2021,Pfizer/BioNTech,1602024
Bulgaria,10/15/2021,Johnson&Johnson,213953
Bulgaria,10/15/2021,Moderna,308556
Bulgaria,10/15/2021,Oxford/AstraZeneca,478357
Bulgaria,10/15/2021,Pfizer/BioNTech,1628450
Bulgaria,10/22/2021,Johnson&Johnson,255378
Bulgaria,10/22/2021,Moderna,315021
Bulgaria,10/22/2021,Oxford/AstraZeneca,478410
Bulgaria,10/22/2021,Pfizer/BioNTech,1680407
Bulgaria,10/29/2021,Johnson&Johnson,312759
Bulgaria,10/29/2021,Moderna,324072
Bulgaria,10/29/2021,Oxford/AstraZeneca,478474
Bulgaria,10/29/2021,Pfizer/BioNTech,1745754
Bulgaria,11/5/2021,Johnson&Johnson,353234
Bulgaria,11/5/2021,Moderna,332428
Bulgaria,11/5/2021,Pfizer/BioNTech,1802357
Bulgaria,11/12/2021,Johnson&Johnson,379027
Bulgaria,11/12/2021,Moderna,340090
Bulgaria,11/12/2021,Pfizer/BioNTech,1873402
Bulgaria,11/19/2021,Johnson&Johnson,399308
Bulgaria,11/19/2021,Moderna,350165
Bulgaria,11/19/2021,Pfizer/BioNTech,1959107
Bulgaria,11/26/2021,Johnson&Johnson,417244
Bulgaria,11/26/2021,Moderna,363268
Bulgaria,11/26/2021,Pfizer/BioNTech,2037336
Bulgaria,12/3/2021,Johnson&Johnson,430658
Bulgaria,12/3/2021,Moderna,376850
Bulgaria,12/3/2021,Pfizer/BioNTech,2116155
Bulgaria,12/10/2021,Johnson&Johnson,441050
Bulgaria,12/10/2021,Moderna,388824
Bulgaria,12/10/2021,Pfizer/BioNTech,2187827
Bulgaria,12/17/2021,Johnson&Johnson,450804
Bulgaria,12/17/2021,Moderna,400862
Bulgaria,12/17/2021,Pfizer/BioNTech,2260115
Bulgaria,12/24/2021,Johnson&Johnson,460037
Bulgaria,12/24/2021,Moderna,408650
Bulgaria,12/24/2021,Pfizer/BioNTech,2310809
Bulgaria,12/31/2021,Johnson&Johnson,465771
Bulgaria,12/31/2021,Moderna,414300
Bulgaria,12/31/2021,Pfizer/BioNTech,2344709
Bulgaria,1/7/2022,Johnson&Johnson,474859
Bulgaria,1/7/2022,Moderna,435287
Bulgaria,1/7/2022,Pfizer/BioNTech,2466514
Bulgaria,1/14/2022,Johnson&Johnson,483911
Bulgaria,1/14/2022,Moderna,455844
Bulgaria,1/14/2022,Oxford/AstraZeneca,478487
Bulgaria,1/14/2022,Pfizer/BioNTech,2587281
Bulgaria,1/21/2022,Johnson&Johnson,491097
Bulgaria,1/21/2022,Moderna,467316
Bulgaria,1/21/2022,Oxford/AstraZeneca,478497
Bulgaria,1/21/2022,Pfizer/BioNTech,2658996
Bulgaria,1/28/2022,Johnson&Johnson,495847
Bulgaria,1/28/2022,Moderna,473069
Bulgaria,1/28/2022,Oxford/AstraZeneca,478506
Bulgaria,1/28/2022,Pfizer/BioNTech,2708688
Bulgaria,2/4/2022,Johnson&Johnson,499873
Bulgaria,2/4/2022,Moderna,478158
Bulgaria,2/4/2022,Oxford/AstraZeneca,478514
Bulgaria,2/4/2022,Pfizer/BioNTech,2748000
Bulgaria,2/11/2022,Johnson&Johnson,503015
Bulgaria,2/11/2022,Moderna,482349
Bulgaria,2/11/2022,Oxford/AstraZeneca,478515
Bulgaria,2/11/2022,Pfizer/BioNTech,2780245
Bulgaria,2/18/2022,Johnson&Johnson,505783
Bulgaria,2/18/2022,Moderna,485755
Bulgaria,2/18/2022,Oxford/AstraZeneca,478521
Bulgaria,2/18/2022,Pfizer/BioNTech,2803039
Bulgaria,2/25/2022,Johnson&Johnson,507940
Bulgaria,2/25/2022,Moderna,487978
Bulgaria,2/25/2022,Oxford/AstraZeneca,478540
Bulgaria,2/25/2022,Pfizer/BioNTech,2821950
Bulgaria,3/4/2022,Johnson&Johnson,509151
Bulgaria,3/4/2022,Moderna,489241
Bulgaria,3/4/2022,Pfizer/BioNTech,2832387
Bulgaria,3/11/2022,Johnson&Johnson,510369
Bulgaria,3/11/2022,Moderna,490516
Bulgaria,3/11/2022,Pfizer/BioNTech,2842794
Bulgaria,3/18/2022,Johnson&Johnson,511702
Bulgaria,3/18/2022,Moderna,491663
Bulgaria,3/18/2022,Oxford/AstraZeneca,478541
Bulgaria,3/18/2022,Pfizer/BioNTech,2852218
Bulgaria,3/25/2022,Johnson&Johnson,512657
Bulgaria,3/25/2022,Moderna,492733
Bulgaria,3/25/2022,Pfizer/BioNTech,2860086
Bulgaria,4/1/2022,Johnson&Johnson,513640
Bulgaria,4/1/2022,Moderna,493580
Bulgaria,4/1/2022,Pfizer/BioNTech,2866929
Bulgaria,4/8/2022,Johnson&Johnson,514556
Bulgaria,4/8/2022,Moderna,494428
Bulgaria,4/8/2022,Pfizer/BioNTech,2873558
Bulgaria,4/15/2022,Johnson&Johnson,515710
Bulgaria,4/15/2022,Moderna,495290
Bulgaria,4/15/2022,Oxford/AstraZeneca,478546
Bulgaria,4/15/2022,Pfizer/BioNTech,2880310
Bulgaria,4/22/2022,Johnson&Johnson,516452
Bulgaria,4/22/2022,Moderna,495639
Bulgaria,4/22/2022,Oxford/AstraZeneca,478547
Bulgaria,4/22/2022,Pfizer/BioNTech,2884807
Bulgaria,4/29/2022,Johnson&Johnson,517267
Bulgaria,4/29/2022,Moderna,496060
Bulgaria,4/29/2022,Pfizer/BioNTech,2889736
Bulgaria,5/6/2022,Johnson&Johnson,517842
Bulgaria,5/6/2022,Moderna,496312
Bulgaria,5/6/2022,Pfizer/BioNTech,2892522
Bulgaria,5/13/2022,Johnson&Johnson,518512
Bulgaria,5/13/2022,Moderna,496724
Bulgaria,5/13/2022,Pfizer/BioNTech,2896467
Bulgaria,5/20/2022,Johnson&Johnson,519038
Bulgaria,5/20/2022,Moderna,496962
Bulgaria,5/20/2022,Pfizer/BioNTech,2899474
Bulgaria,5/27/2022,Johnson&Johnson,519513
Bulgaria,5/27/2022,Moderna,497111
Bulgaria,5/27/2022,Pfizer/BioNTech,2901680
Bulgaria,6/3/2022,Johnson&Johnson,519962
